fieldname,datasourcemv,lknamemv,newfieldname,taxonomic
depths_w_plants,newman,staring,depth_ft,N
depths_w_plants,newman,susan,depth_ft,N
depths_w_plants,newman,vails,depth_ft,N
depths_w_plants,newman,vetstonka,depth_ft,N
depths_w_plants,newman,weaver,depth_ft,N
depths,James Johnson,weaver,depth_ft,N
depths,Jill Sweet,christmas,depth_ft,N
depths,newman,lucy,depth_ft,N
depths,newman,riley,depth_ft,N
depths,newman,staring,depth_ft,N
depths,newman,susan,depth_ft,N
depthm,Andrea Prichard,como,depth_ft,N
depthm,Cole Loewen,louisa,depth_ft,N
depthm,Cole Loewen,marie,depth_ft,N
depthm,James Johnson,ann,depth_ft,N
depthm,James Johnson,armstrong,depth_ft,N
depthm,James Johnson,bass,depth_ft,N
depthm,James Johnson,beebe,depth_ft,N
depthm,James Johnson,brownie,depth_ft,N
depthm,James Johnson,calhoun,depth_ft,N
depthm,James Johnson,carsons bay,depth_ft,N
depthm,James Johnson,cedar,depth_ft,N
depthm,James Johnson,colby,depth_ft,N
depthm,James Johnson,crooked,depth_ft,N
depthm,James Johnson,duck,depth_ft,N
depthm,James Johnson,eagle,depth_ft,N
depthm,James Johnson,gideons bay,depth_ft,N
depthm,James Johnson,grays,depth_ft,N
depthm,James Johnson,grey cloud slough,depth_ft,N
depthm,James Johnson,harriet,depth_ft,N
depthm,James Johnson,howard,depth_ft,N
depthm,James Johnson,idlewild,depth_ft,N
depthm,James Johnson,isles,depth_ft,N
depthm,James Johnson,la,depth_ft,N
depthm,James Johnson,lotus,depth_ft,N
depthm,James Johnson,louisa,depth_ft,N
depthm,James Johnson,marie,depth_ft,N
depthm,James Johnson,markgrafs,depth_ft,N
depthm,James Johnson,martha,depth_ft,N
depthm,James Johnson,north arm,depth_ft,N
depthm,James Johnson,powers,depth_ft,N
depthm,James Johnson,pulaski,depth_ft,N
depthm,James Johnson,ravine,depth_ft,N
depthm,James Johnson,red rock,depth_ft,N
depthm,James Johnson,ricemarsh,depth_ft,N
depthm,James Johnson,riley,depth_ft,N
depthm,James Johnson,rush,depth_ft,N
depthm,James Johnson,silver,depth_ft,N
depthm,James Johnson,st albans,depth_ft,N
depthm,James Johnson,sullivan,depth_ft,N
depthm,James Johnson,susan,depth_ft,N
depthm,Jill Sweet,east phelps,depth_ft,N
depthm,Jill Sweet,isles,depth_ft,N
depthm,Jill Sweet,phelps bay,depth_ft,N
depthft,Cole Loewen,louisa,depth_ft,N
depthft,Cole Loewen,marie,depth_ft,N
depthft,James Johnson,ann,depth_ft,N
depthft,James Johnson,armstrong,depth_ft,N
depthft,James Johnson,bass,depth_ft,N
depthft,James Johnson,beebe,depth_ft,N
depthft,James Johnson,brownie,depth_ft,N
depthft,James Johnson,calhoun,depth_ft,N
depthft,James Johnson,carsons bay,depth_ft,N
depthft,James Johnson,cedar,depth_ft,N
depthft,James Johnson,colby,depth_ft,N
depthft,James Johnson,crooked,depth_ft,N
depthft,James Johnson,duck,depth_ft,N
depthft,James Johnson,eagle,depth_ft,N
depthft,James Johnson,gideons bay,depth_ft,N
depthft,James Johnson,grays,depth_ft,N
depthft,James Johnson,grey cloud slough,depth_ft,N
depthft,James Johnson,harriet,depth_ft,N
depthft,James Johnson,howard,depth_ft,N
depthft,James Johnson,idlewild,depth_ft,N
depthft,James Johnson,isles,depth_ft,N
depthft,James Johnson,la,depth_ft,N
depthft,James Johnson,lotus,depth_ft,N
depthft,James Johnson,louisa,depth_ft,N
depthft,James Johnson,marie,depth_ft,N
depthft,James Johnson,markgrafs,depth_ft,N
depthft,James Johnson,martha,depth_ft,N
depthft,James Johnson,north arm,depth_ft,N
depthft,James Johnson,powers,depth_ft,N
depthft,James Johnson,pulaski,depth_ft,N
depthft,James Johnson,ravine,depth_ft,N
depthft,James Johnson,red rock,depth_ft,N
depthft,James Johnson,ricemarsh,depth_ft,N
depthft,James Johnson,riley,depth_ft,N
depthft,James Johnson,rush,depth_ft,N
depthft,James Johnson,silver,depth_ft,N
depthft,James Johnson,st albans,depth_ft,N
depthft,James Johnson,sullivan,depth_ft,N
depthft,James Johnson,susan,depth_ft,N
depthft,James Johnson,weaver,depth_ft,N
depthft,James Johnson,wilmes,depth_ft,N
depthft,Jill Sweet,east phelps,depth_ft,N
depthft,Jill Sweet,isles,depth_ft,N
depthft,Jill Sweet,phelps bay,depth_ft,N
depth_with_submerged_spp,April Londo,mcmahon,depth_ft,N
depth_with_submerged_spp,April Londo,turtle,depth_ft,N
depth_with_some_plants_no_entry!,Meg Rattei_19,long,depth_ft,N
depth_to_sed,newman,susan,depth_ft,N
depth_m,Andrea Prichard,como,depth_ft,N
depth_m,Andrea Prichard,crosby,depth_ft,N
depth_m,Andrea Prichard,little crosby,depth_ft,N
depth_m,Andrea Prichard,mccarrons,depth_ft,N
depth_m,Andrea Prichard_19,silver,depth_ft,N
depth_m,Andrea Prichard_19,silver west,depth_ft,N
depth_m,April Londo,diamond,depth_ft,N
depth_m,April Londo,hyland,depth_ft,N
depth_m,April Londo,rebecca,depth_ft,N
depth_m,April Londo,sarah east,depth_ft,N
depth_m,April Londo,sarah west,depth_ft,N
depth_m,brasch,cleary,depth_ft,N
depth_m,brasch,hyland,depth_ft,N
depth_m,brasch,medicine,depth_ft,N
depth_m,brasch,rebecca,depth_ft,N
depth_m,brasch,sarahe,depth_ft,N
depth_m,brasch,sarahw,depth_ft,N
depth_m,brasch,silver,depth_ft,N
depth_m,crwd,bigcrosby,depth_ft,N
depth_m,crwd,como,depth_ft,N
depth_m,crwd,loeb,depth_ft,N
depth_m,crwd,uppercrosby,depth_ft,N
depth_m,James Johnson,beebe,depth_ft,N
depth_m,James Johnson,carsons bay,depth_ft,N
depth_m,James Johnson,christmas,depth_ft,N
depth_m,James Johnson,coal,depth_ft,N
depth_m,James Johnson,crookneck,depth_ft,N
depth_m,James Johnson,east phelps bay,depth_ft,N
depth_m,James Johnson,eastbattle,depth_ft,N
depth_m,James Johnson,fish,depth_ft,N
depth_m,James Johnson,john,depth_ft,N
depth_m,James Johnson,julia,depth_ft,N
depth_m,James Johnson,long,depth_ft,N
depth_m,James Johnson,lowermission,depth_ft,N
depth_m,James Johnson,maple,depth_ft,N
depth_m,James Johnson,maxwell,depth_ft,N
depth_m,James Johnson,north arm,depth_ft,N
depth_m,James Johnson,pike,depth_ft,N
depth_m,James Johnson,platte,depth_ft,N
depth_m,James Johnson,rebecca,depth_ft,N
depth_m,James Johnson,rice,depth_ft,N
depth_m,James Johnson,rush,depth_ft,N
depth_m,James Johnson,southeast anderson,depth_ft,N
depth_m,James Johnson,stubbs,depth_ft,N
depth_m,James Johnson,vails,depth_ft,N
depth_m,James Johnson,weaver,depth_ft,N
depth_m,Meg Rattei_19,parkers,depth_ft,N
depth_m,newman,ann,depth_ft,N
depth_m,newman,blueberry,depth_ft,N
depth_m,newman,clearm,depth_ft,N
depth_m,newman,coal,depth_ft,N
depth_m,newman,crookneck,depth_ft,N
depth_m,newman,fish,depth_ft,N
depth_m,newman,julia,depth_ft,N
depth_m,newman,longi,depth_ft,N
depth_m,newman,lowermission,depth_ft,N
depth_m,newman,lucy,depth_ft,N
depth_m,newman,mitchell,depth_ft,N
depth_m,newman,otter,depth_ft,N
depth_m,newman,rebecca,depth_ft,N
depth_m,newman,rush,depth_ft,N
depth_m,newman,silver,depth_ft,N
depth_m,newman,smithstonka,depth_ft,N
depth_m,newman,staring,depth_ft,N
depth_m,newman,susan,depth_ft,N
depth_m,newman,vails,depth_ft,N
depth_m,newman,vetstonka,depth_ft,N
depth_m,newman,weaver,depth_ft,N
depth_ft_td_=_too_deep,Mark Ranweiler,toad,depth_ft,N
depth_ft_td_=_too_deep,Mark Ranweiler,upper cormorant,depth_ft,N
depth_ft__depth_not_measured_in_september__these_are_estimated_average_depths_from_previous_measurements,sblood,kohlman,depth_ft,N
depth_ft__depth_not_measured_in_june__these_are_the_april_depths,sblood,kohlman,depth_ft,N
depth_ft,alexadd,alexadd,depth_ft,N
depth_ft,Allison Gamble,benton,depth_ft,N
depth_ft,Allison Gamble,gorman,depth_ft,N
depth_ft,Allison Gamble,mountain,depth_ft,N
depth_ft,Allison Gamble,roberds,depth_ft,N
depth_ft,Allison Gamble,sakatah,depth_ft,N
depth_ft,Allison Gamble,sakatah bay,depth_ft,N
depth_ft,Allison Gamble,tetonka,depth_ft,N
depth_ft,Andrea Prichard,black,depth_ft,N
depth_ft,Andrea Prichard,como,depth_ft,N
depth_ft,Andrea Prichard,crosby,depth_ft,N
depth_ft,Andrea Prichard,little crosby,depth_ft,N
depth_ft,Andrea Prichard,mccarrons,depth_ft,N
depth_ft,April Londo,demontreville,depth_ft,N
depth_ft,April Londo,diamond,depth_ft,N
depth_ft,April Londo,hyland,depth_ft,N
depth_ft,April Londo,jane,depth_ft,N
depth_ft,April Londo,long,depth_ft,N
depth_ft,April Londo,minnetonka north arm,depth_ft,N
depth_ft,April Londo,olson,depth_ft,N
depth_ft,April Londo,rebecca,depth_ft,N
depth_ft,brasch,cleary,depth_ft,N
depth_ft,brasch,hyland,depth_ft,N
depth_ft,brasch,medicine,depth_ft,N
depth_ft,brasch,sarahe,depth_ft,N
depth_ft,brasch,sarahw,depth_ft,N
depth_ft,Britta Belden,loeb,depth_ft,N
depth_ft,Cole Loewen,clearwater,depth_ft,N
depth_ft,Eric Fieldseth,big,depth_ft,N
depth_ft,Eric Fieldseth,brooks,depth_ft,N
depth_ft,Eric Fieldseth,eagle,depth_ft,N
depth_ft,Eric Fieldseth,mitchell,depth_ft,N
depth_ft,fieldseth,minnewashta,depth_ft,N
depth_ft,fieldseth,stalban,depth_ft,N
depth_ft,James Johnson,beebe,depth_ft,N
depth_ft,James Johnson,carsons bay,depth_ft,N
depth_ft,James Johnson,christmas,depth_ft,N
depth_ft,James Johnson,east phelps bay,depth_ft,N
depth_ft,James Johnson,eastbattle,depth_ft,N
depth_ft,James Johnson,john,depth_ft,N
depth_ft,James Johnson,long,depth_ft,N
depth_ft,James Johnson,maple,depth_ft,N
depth_ft,James Johnson,maxwell,depth_ft,N
depth_ft,James Johnson,north arm,depth_ft,N
depth_ft,James Johnson,pike,depth_ft,N
depth_ft,James Johnson,platte,depth_ft,N
depth_ft,James Johnson,rice,depth_ft,N
depth_ft,James Johnson,stubbs,depth_ft,N
depth_ft,James Johnson,weaver,depth_ft,N
depth_ft,Jill Sweet,big sob,depth_ft,N
depth_ft,Jill Sweet,carl krey,depth_ft,N
depth_ft,Jill Sweet,cemetary,depth_ft,N
depth_ft,Jill Sweet,church,depth_ft,N
depth_ft,Jill Sweet,crown college pond,depth_ft,N
depth_ft,Jill Sweet,dickeys,depth_ft,N
depth_ft,Jill Sweet,east auburn,depth_ft,N
depth_ft,Jill Sweet,grass,depth_ft,N
depth_ft,Jill Sweet,halsteads,depth_ft,N
depth_ft,Jill Sweet,harvey,depth_ft,N
depth_ft,Jill Sweet,hiawatha,depth_ft,N
depth_ft,Jill Sweet,keslers pond,depth_ft,N
depth_ft,Jill Sweet,legion,depth_ft,N
depth_ft,Jill Sweet,libbs,depth_ft,N
depth_ft,Jill Sweet,lydiard,depth_ft,N
depth_ft,Jill Sweet,marsh,depth_ft,N
depth_ft,Jill Sweet,meadowbrook,depth_ft,N
depth_ft,Jill Sweet,milnor,depth_ft,N
depth_ft,Jill Sweet,minnewashta,depth_ft,N
depth_ft,Jill Sweet,mother,depth_ft,N
depth_ft,Jill Sweet,mud,depth_ft,N
depth_ft,Jill Sweet,n. lundsten,depth_ft,N
depth_ft,Jill Sweet,pamela,depth_ft,N
depth_ft,Jill Sweet,parley,depth_ft,N
depth_ft,Jill Sweet,piersons,depth_ft,N
depth_ft,Jill Sweet,powderhorn,depth_ft,N
depth_ft,Jill Sweet,s. lundsten,depth_ft,N
depth_ft,Jill Sweet,saunders-east,depth_ft,N
depth_ft,Jill Sweet,saunders-west,depth_ft,N
depth_ft,Jill Sweet,schutz,depth_ft,N
depth_ft,Jill Sweet,st joe,depth_ft,N
depth_ft,Jill Sweet,st. albans,depth_ft,N
depth_ft,Jill Sweet,steiger,depth_ft,N
depth_ft,Jill Sweet,stone,depth_ft,N
depth_ft,Jill Sweet,sunny,depth_ft,N
depth_ft,Jill Sweet,taft,depth_ft,N
depth_ft,Jill Sweet,turbid,depth_ft,N
depth_ft,Jill Sweet,twin,depth_ft,N
depth_ft,Jill Sweet,wasserman,depth_ft,N
depth_ft,Jill Sweet,west auburn,depth_ft,N
depth_ft,Jill Sweet,windsor,depth_ft,N
depth_ft,Jill Sweet,wolsfeld,depth_ft,N
depth_ft,Jill Sweet,zumbra,depth_ft,N
depth_ft,Jill Sweet_19,east auburn,depth_ft,N
depth_ft,Jill Sweet_19,marsh,depth_ft,N
depth_ft,Jill Sweet_19,mud,depth_ft,N
depth_ft,Jill Sweet_19,north lundsten,depth_ft,N
depth_ft,Jill Sweet_19,parley,depth_ft,N
depth_ft,Jill Sweet_19,south lundsten,depth_ft,N
depth_ft,Jill Sweet_19,steiger,depth_ft,N
depth_ft,Jill Sweet_19,sunny,depth_ft,N
depth_ft,Jill Sweet_19,turbid,depth_ft,N
depth_ft,Jill Sweet_19,wass pond west,depth_ft,N
depth_ft,Jill Sweet_19,wasserman,depth_ft,N
depth_ft,Jill Sweet_19,west auburn,depth_ft,N
depth_ft,Jill Sweet_19,zumbra,depth_ft,N
depth_ft,Mark Ranweiler,barrett,depth_ft,N
depth_ft,Mark Ranweiler,blueberry,depth_ft,N
depth_ft,Mark Ranweiler,geneva,depth_ft,N
depth_ft,Mark Ranweiler,irene,depth_ft,N
depth_ft,Matt Berg,arrowhead,depth_ft,N
depth_ft,Matt Berg,cornelia,depth_ft,N
depth_ft,Matt Berg,nancy,depth_ft,N
depth_ft,Matt Berg,orono,depth_ft,N
depth_ft,mccomas,clearw,depth_ft,N
depth_ft,mccomas,gleason,depth_ft,N
depth_ft,mccomas,gleasonnorth,depth_ft,N
depth_ft,mccomas,keller,depth_ft,N
depth_ft,mccomas,longd,depth_ft,N
depth_ft,mccomas,reshanau,depth_ft,N
depth_ft,mccomas,round,depth_ft,N
depth_ft,Meg Rattei,crane,depth_ft,N
depth_ft,Meg Rattei,demontreville,depth_ft,N
depth_ft,Meg Rattei,eagle point,depth_ft,N
depth_ft,Meg Rattei,edith,depth_ft,N
depth_ft,Meg Rattei,elmo,depth_ft,N
depth_ft,Meg Rattei,horseshoe,depth_ft,N
depth_ft,Meg Rattei,jane,depth_ft,N
depth_ft,Meg Rattei,long,depth_ft,N
depth_ft,Meg Rattei,mcdonald,depth_ft,N
depth_ft,Meg Rattei,northwood,depth_ft,N
depth_ft,Meg Rattei,olson,depth_ft,N
depth_ft,Meg Rattei,pomroy,depth_ft,N
depth_ft,Meg Rattei,sunfish,depth_ft,N
depth_ft,Meg Rattei,sweeney,depth_ft,N
depth_ft,Meg Rattei,twin,depth_ft,N
depth_ft,Meg Rattei,westwood,depth_ft,N
depth_ft,Meg Rattei_19,demontreville,depth_ft,N
depth_ft,Meg Rattei_19,elmo,depth_ft,N
depth_ft,Meg Rattei_19,jane,depth_ft,N
depth_ft,Meg Rattei_19,katherine abbott pond,depth_ft,N
depth_ft,Meg Rattei_19,long,depth_ft,N
depth_ft,Meg Rattei_19,olson,depth_ft,N
depth_ft,Meg Rattei_19,silver,depth_ft,N
depth_ft,Meg Rattei_19,westwood,depth_ft,N
depth_ft,sblood,kohlman,depth_ft,N
depth_feet,Allison Gamble,ballantyne,depth_ft,N
depth_feet,Allison Gamble,bass,depth_ft,N
depth_feet,Allison Gamble,beaver,depth_ft,N
depth_feet,Allison Gamble,benton,depth_ft,N
depth_feet,Allison Gamble,circle,depth_ft,N
depth_feet,Allison Gamble,duck,depth_ft,N
depth_feet,Allison Gamble,dudley,depth_ft,N
depth_feet,Allison Gamble,emily,depth_ft,N
depth_feet,Allison Gamble,fountain,depth_ft,N
depth_feet,Allison Gamble,fox,depth_ft,N
depth_feet,Allison Gamble,frances,depth_ft,N
depth_feet,Allison Gamble,german,depth_ft,N
depth_feet,Allison Gamble,gorman,depth_ft,N
depth_feet,Allison Gamble,hendricks,depth_ft,N
depth_feet,Allison Gamble,kelly,depth_ft,N
depth_feet,Allison Gamble,lily,depth_ft,N
depth_feet,Allison Gamble,mazaska,depth_ft,N
depth_feet,Allison Gamble,mountain,depth_ft,N
depth_feet,Allison Gamble,rays,depth_ft,N
depth_feet,Allison Gamble,reeds,depth_ft,N
depth_feet,Allison Gamble,roberds,depth_ft,N
depth_feet,Allison Gamble,roemhildt,depth_ft,N
depth_feet,Allison Gamble,sakatah bay,depth_ft,N
depth_feet,Allison Gamble,shields,depth_ft,N
depth_feet,Allison Gamble,sleepy eye,depth_ft,N
depth_feet,Allison Gamble,tetonka,depth_ft,N
depth_feet,Allison Gamble,washington,depth_ft,N
depth_feet,Allison Gamble,west jefferson,depth_ft,N
depth_feet,Allison Gamble_19,benton,depth_ft,N
depth_feet,Allison Gamble_19,cedar,depth_ft,N
depth_feet,Allison Gamble_19,duck,depth_ft,N
depth_feet,Allison Gamble_19,dudley,depth_ft,N
depth_feet,Allison Gamble_19,frances,depth_ft,N
depth_feet,Allison Gamble_19,french,depth_ft,N
depth_feet,Allison Gamble_19,george,depth_ft,N
depth_feet,Allison Gamble_19,kelly,depth_ft,N
depth_feet,Allison Gamble_19,rays,depth_ft,N
depth_feet,Allison Gamble_19,reeds,depth_ft,N
depth_feet,Allison Gamble_19,shields,depth_ft,N
depth_feet,Allison Gamble_19,washington,depth_ft,N
depth_feet,April Londo,bald eagle,depth_ft,N
depth_feet,April Londo,big carnelian,depth_ft,N
depth_feet,April Londo,big marine,depth_ft,N
depth_feet,April Londo,cedar,depth_ft,N
depth_feet,April Londo,cedar island,depth_ft,N
depth_feet,April Londo,coon east,depth_ft,N
depth_feet,April Londo,coon west,depth_ft,N
depth_feet,April Londo,crooked,depth_ft,N
depth_feet,April Londo,demontreville,depth_ft,N
depth_feet,April Londo,forest,depth_ft,N
depth_feet,April Londo,ham,depth_ft,N
depth_feet,April Londo,josephine,depth_ft,N
depth_feet,April Londo,mcmahon,depth_ft,N
depth_feet,April Londo,medicine,depth_ft,N
depth_feet,April Londo,o'dowd,depth_ft,N
depth_feet,April Londo,orchard,depth_ft,N
depth_feet,April Londo,pierson,depth_ft,N
depth_feet,April Londo,schmidt,depth_ft,N
depth_feet,April Londo,silver,depth_ft,N
depth_feet,April Londo,turtle,depth_ft,N
depth_feet,April Londo,winona,depth_ft,N
depth_feet,April Londo,zumbra,depth_ft,N
depth_feet,lund,cedar,depth_ft,N
depth_feet,lund,silver,depth_ft,N
depth_feet,Mark Ranweiler,oscar,depth_ft,N
depth_feet,Mark Ranweiler,toad,depth_ft,N
depth_feet,Mark Ranweiler,upper cormorant,depth_ft,N
depth__ft,mccomas,clearw,depth_ft,N
depth__ft,mccomas,gleason,depth_ft,N
depth__ft,mccomas,gleasonnorth,depth_ft,N
depth__ft,mccomas,keller,depth_ft,N
depth__ft,mccomas,reshanau,depth_ft,N
depth__ft,mccomas,round,depth_ft,N
depth__30,Allison Gamble,circle,depth_ft,N
depth__2,Allison Gamble,circle,depth_ft,N
depth.1,alexadd,alexadd,depth_ft,N
Depth(ft),alexadd,alexadd,depth_ft,N
Depth (meters),alexadd,alexadd,depth_ft,N
Depth (ft),alexadd,alexadd,depth_ft,N
depth,Allison Gamble,amber,depth_ft,N
depth,Allison Gamble,ballantyne,depth_ft,N
depth,Allison Gamble,benton,depth_ft,N
depth,Allison Gamble,budd,depth_ft,N
depth,Allison Gamble,cedar,depth_ft,N
depth,Allison Gamble,duck,depth_ft,N
depth,Allison Gamble,dudley,depth_ft,N
depth,Allison Gamble,east jefferson,depth_ft,N
depth,Allison Gamble,emily,depth_ft,N
depth,Allison Gamble,fish,depth_ft,N
depth,Allison Gamble,frances,depth_ft,N
depth,Allison Gamble,french,depth_ft,N
depth,Allison Gamble,george,depth_ft,N
depth,Allison Gamble,hall,depth_ft,N
depth,Allison Gamble,kelly,depth_ft,N
depth,Allison Gamble,little spirit,depth_ft,N
depth,Allison Gamble,loon,depth_ft,N
depth,Allison Gamble,lura,depth_ft,N
depth,Allison Gamble,madison,depth_ft,N
depth,Allison Gamble,mazaska,depth_ft,N
depth,Allison Gamble,pearl,depth_ft,N
depth,Allison Gamble,rays,depth_ft,N
depth,Allison Gamble,roberds,depth_ft,N
depth,Allison Gamble,roemhildt,depth_ft,N
depth,Allison Gamble,sakatah,depth_ft,N
depth,Allison Gamble,sakatah bay,depth_ft,N
depth,Allison Gamble,sarah,depth_ft,N
depth,Allison Gamble,shields,depth_ft,N
depth,Allison Gamble,sisseton,depth_ft,N
depth,Allison Gamble,sleepy eye,depth_ft,N
depth,Allison Gamble,st.olaf,depth_ft,N
depth,Allison Gamble,stay,depth_ft,N
depth,Allison Gamble,tetonka,depth_ft,N
depth,Allison Gamble,volney,depth_ft,N
depth,Allison Gamble,west jefferson,depth_ft,N
depth,Andrea Prichard_19,whitebear,depth_ft,N
depth,April Londo,coon,depth_ft,N
depth,April Londo,elmo,depth_ft,N
depth,April Londo,johanna,depth_ft,N
depth,brasch,cleary,depth_ft,N
depth,brasch,medicine,depth_ft,N
depth,dustin,artichoke,depth_ft,N
depth,dustin,belle,depth_ft,N
depth,dustin,carlos,depth_ft,N
depth,dustin,carrie,depth_ft,N
depth,dustin,cedar,depth_ft,N
depth,dustin,hill,depth_ft,N
depth,dustin,madison,depth_ft,N
depth,dustin,pearl,depth_ft,N
depth,dustin,peltier,depth_ft,N
depth,dustin,portage,depth_ft,N
depth,dustin,redsand,depth_ft,N
depth,dustin,southcenter,depth_ft,N
depth,dustin,stjames,depth_ft,N
depth,dustin,stolaf,depth_ft,N
depth,James Johnson,southeast anderson,depth_ft,N
depth,James Johnson,weaver,depth_ft,N
depth,Jill Sweet,christmas,depth_ft,N
depth,mccomas,gleasonnorth,depth_ft,N
depth,mccomas,longd,depth_ft,N
depth,Meg Rattei_19,westwood,depth_ft,N
depth,newman,ann,depth_ft,N
depth,newman,lotus,depth_ft,N
depth,newman,lucy,depth_ft,N
depth,newman,mitchell,depth_ft,N
depth,newman,riley,depth_ft,N
depth,newman,staring,depth_ft,N
depth,newman,susan,depth_ft,N
depth,Rob Brown,brownie,depth_ft,N
depth,Rob Brown,calhoun,depth_ft,N
depth,Rob Brown,cedar,depth_ft,N
depth,Rob Brown,harriet,depth_ft,N
depth,Rob Brown,isles,depth_ft,N
depth,Rob Brown,loring,depth_ft,N
depth,Rob Brown,powderhorn,depth_ft,N
depth,Rob Brown,wirth,depth_ft,N
Dept (m),alexadd,alexadd,depth_ft,N
dep,April Londo,cedar,depth_ft,N
dep,April Londo,ham,depth_ft,N
dep,April Londo,josephine,depth_ft,N
dep,April Londo,mcmahon,depth_ft,N
dep,April Londo,silver,depth_ft,N
"decodon_verticillatus,swamp_loosestrife",James Johnson,weaver,Decodon verticillatus,Y
decodon_verticillatus,alexadd,alexadd,decodon_verticillatus,Y
datemv,Allison Gamble,amber,delete,N
datemv,Allison Gamble,ballantyne,delete,N
datemv,Allison Gamble,bass,delete,N
datemv,Allison Gamble,beaver,delete,N
datemv,Allison Gamble,benton,delete,N
datemv,Allison Gamble,budd,delete,N
datemv,Allison Gamble,cedar,delete,N
datemv,Allison Gamble,circle,delete,N
datemv,Allison Gamble,duck,delete,N
datemv,Allison Gamble,dudley,delete,N
datemv,Allison Gamble,east jefferson,delete,N
datemv,Allison Gamble,emily,delete,N
datemv,Allison Gamble,fish,delete,N
datemv,Allison Gamble,fountain,delete,N
datemv,Allison Gamble,fox,delete,N
datemv,Allison Gamble,frances,delete,N
datemv,Allison Gamble,french,delete,N
datemv,Allison Gamble,george,delete,N
datemv,Allison Gamble,german,delete,N
datemv,Allison Gamble,gorman,delete,N
datemv,Allison Gamble,hall,delete,N
datemv,Allison Gamble,hendricks,delete,N
datemv,Allison Gamble,kelly,delete,N
datemv,Allison Gamble,lily,delete,N
datemv,Allison Gamble,little spirit,delete,N
datemv,Allison Gamble,loon,delete,N
datemv,Allison Gamble,lura,delete,N
datemv,Allison Gamble,madison,delete,N
datemv,Allison Gamble,mazaska,delete,N
datemv,Allison Gamble,mountain,delete,N
datemv,Allison Gamble,pearl,delete,N
datemv,Allison Gamble,rays,delete,N
datemv,Allison Gamble,reeds,delete,N
datemv,Allison Gamble,roberds,delete,N
datemv,Allison Gamble,roemhildt,delete,N
datemv,Allison Gamble,sakatah,delete,N
datemv,Allison Gamble,sakatah bay,delete,N
datemv,Allison Gamble,sarah,delete,N
datemv,Allison Gamble,shields,delete,N
datemv,Allison Gamble,sisseton,delete,N
datemv,Allison Gamble,sleepy eye,delete,N
datemv,Allison Gamble,sprague,delete,N
datemv,Allison Gamble,st.olaf,delete,N
datemv,Allison Gamble,stay,delete,N
datemv,Allison Gamble,tetonka,delete,N
datemv,Allison Gamble,volney,delete,N
datemv,Allison Gamble,washington,delete,N
datemv,Allison Gamble,west jefferson,delete,N
datemv,Allison Gamble_19,benton,delete,N
datemv,Allison Gamble_19,cedar,delete,N
datemv,Allison Gamble_19,duck,delete,N
datemv,Allison Gamble_19,dudley,delete,N
datemv,Allison Gamble_19,frances,delete,N
datemv,Allison Gamble_19,french,delete,N
datemv,Allison Gamble_19,george,delete,N
datemv,Allison Gamble_19,kelly,delete,N
datemv,Allison Gamble_19,rays,delete,N
datemv,Allison Gamble_19,reeds,delete,N
datemv,Allison Gamble_19,roemhildt,delete,N
datemv,Allison Gamble_19,shields,delete,N
datemv,Allison Gamble_19,washington,delete,N
datemv,Andrea Prichard,beaver,delete,N
datemv,Andrea Prichard,black,delete,N
datemv,Andrea Prichard,charley,delete,N
datemv,Andrea Prichard,como,delete,N
datemv,Andrea Prichard,crosby,delete,N
datemv,Andrea Prichard,goose,delete,N
datemv,Andrea Prichard,island,delete,N
datemv,Andrea Prichard,little crosby,delete,N
datemv,Andrea Prichard,loeb,delete,N
datemv,Andrea Prichard,mccarrons,delete,N
datemv,Andrea Prichard,owasso,delete,N
datemv,Andrea Prichard,turtle,delete,N
datemv,Andrea Prichard,wilkinson,delete,N
datemv,Andrea Prichard_19,silver,delete,N
datemv,Andrea Prichard_19,silver west,delete,N
datemv,Andrea Prichard_19,snail,delete,N
datemv,Andrea Prichard_19,whitebear,delete,N
datemv,April Londo,bald eagle,delete,N
datemv,April Londo,big carnelian,delete,N
datemv,April Londo,big marine,delete,N
datemv,April Londo,cedar,delete,N
datemv,April Londo,cedar island,delete,N
datemv,April Londo,coon,delete,N
datemv,April Londo,coon east,delete,N
datemv,April Londo,coon west,delete,N
datemv,April Londo,crooked,delete,N
datemv,April Londo,demontreville,delete,N
datemv,April Londo,diamond,delete,N
datemv,April Londo,elmo,delete,N
datemv,April Londo,forest,delete,N
datemv,April Londo,ham,delete,N
datemv,April Londo,hyland,delete,N
datemv,April Londo,jane,delete,N
datemv,April Londo,johanna,delete,N
datemv,April Londo,josephine,delete,N
datemv,April Londo,long,delete,N
datemv,April Londo,mcmahon,delete,N
datemv,April Londo,medicine,delete,N
datemv,April Londo,minnetonka north arm,delete,N
datemv,April Londo,o'dowd,delete,N
datemv,April Londo,olson,delete,N
datemv,April Londo,orchard,delete,N
datemv,April Londo,pierson,delete,N
datemv,April Londo,rebecca,delete,N
datemv,April Londo,sarah east,delete,N
datemv,April Londo,sarah west,delete,N
datemv,April Londo,schmidt,delete,N
datemv,April Londo,silver,delete,N
datemv,April Londo,turtle,delete,N
datemv,April Londo,winona,delete,N
datemv,April Londo,zumbra,delete,N
datemv,brasch,cleary,delete,N
datemv,brasch,hyland,delete,N
datemv,brasch,medicine,delete,N
datemv,brasch,rebecca,delete,N
datemv,brasch,sarahe,delete,N
datemv,brasch,sarahw,delete,N
